annoTermID	annoClassID	annoTerm
25611	26	Adrenoceptor-beta agonist
25612	26	Adrenoceptor-beta antagonist
25613	26	Adrenoceptor-beta1 agonist
25614	26	Adrenoceptor-beta1 antagonist, aryloxypropanoamine
25615	26	Adrenoceptor-beta1 antagonist, p-phenoxypropanoamine
25616	26	Adrenoceptor-beta2 agonist
25617	26	Adrenoceptor-beta3 agonist
25618	26	Alcohol dehydrogenase inhibitor
25619	26	Aldehyde dehydrogenase inhibitor
25620	26	Aldehyde reductase inhibitor
25621	26	Alpha-glucosidase inhibitor, antidiabetic
25622	26	Androgen antagonist, steroid 5a-reductase inhibitor
25623	26	Androgen receptor agonist
25624	26	Androgen receptor antagonist
25625	26	Androgen receptor antagonist, steroid
25626	26	Angiotensin converting enzyme (ACE) inhibitor
25627	26	Angiotensin receptor AT1 antagonist
25628	26	Anti-emetic, 5HT3 antagonist
25629	26	Anti-emetic, neurokinin-1 receptor antagonist
25630	26	Antibacterial, fungicidal, antiparasitic, MOA unknown
25631	26	Antifolate, dihydrofolate reductase inhibitor
25632	26	Antiinflammatory, IkB kinase-beta (IKK-beta) inhibitor, aminosalicylic acid
25633	26	Antiinflammatory, IkB kinase-beta (IKK-beta) inhibitor, salicylic acid
25634	26	Antiinflammatory, thromboxane-A synthase inhibitor
25635	26	Apoptosis inducer, Cyclin-dependent kinase inhibitor
25636	26	Arachidonate 5-lipoxygenase inhibitor
25637	26	Bacterial Cell wall biosynthesis inhibitor
25638	26	Bacterial Cell wall biosynthesis inhibitor, D-Ala-D-Ala carboxypeptidase inhibitor
25639	26	Bacterial Cell wall biosynthesis inhibitor, PBP inhibitor
25640	26	Bacterial DNA gyrase inhibitor, 8-fluoro-fluoroquinolone
25641	26	Bacterial DNA gyrase inhibitor, fluoroquinolone
25642	26	Bacterial beta-lactamase inhibitor
25643	26	Bacterial folate synthesis inhibitor, dihydropteroate synthase inhibitor
25644	26	Bacterial folate synthesis inhibitor, dihydropteroate synthase inhibitor, isoxazol-sulfonamide
25645	26	Bacterial folate synthesis inhibitor, dihydropteroate synthase inhibitor, pyrimidin-sulfonamide
25646	26	Bacterial lipid metabolism inhibitor
25647	26	Bacterial ribosomal (30S) function inhibitor, aminoglycoside
25648	26	Bacterial ribosomal (30S) function inhibitor, tetracycline
25649	26	Bacterial ribosomal (50S) function inhibitor, amphenicol
25650	26	Bacterial ribosomal (50S) function inhibitor, lincosamide
25651	26	Bacterial ribosomal (50S) function inhibitor, macrolide
25652	26	Bradykinin antagonist
25653	26	Ca++ channel (L-Type) blocker
25654	26	Ca++ channel (L-Type) blocker, 1,4-DHP
25655	26	Ca++ channel (T-Type) blocker
25656	26	Ca++ channel blocker
25657	26	Ca++ channel blocker, antiparasitics
25658	26	Calcimimetic
25659	26	Carbonic Anhydrase Inhibitor
25660	26	Cholecystokinin (CCK) receptor antagonist, non-selective
25661	26	Cholinesterase (acetyl) inhibitor, heterogeneous
25662	26	Cholinesterase inhibitor
25663	26	Corticosterone 18-monooxygenase inhibitor, P-glycoprotein antagonist
25664	26	Cyclodextrin
25665	26	DNA damaging, free oxygen radical generator
25666	26	DNA damaging, free oxygen radical generator, antiparasitic
25667	26	DNA damaging, free oxygen radical generator, nitrosourea
25668	26	DNA intercalator
25669	26	DNA intercalator, anthracycline
25670	26	DNA methyltransferase inhibitor
25671	26	DNA topoisomerase I inhibitor
25672	26	DNA topoisomerase II inhibitor
25673	26	DNA-Polymerase Inhibitor
25674	26	DNA-Polymerase Inhibitor, purine nucleoside
25675	26	DNA-Polymerase Inhibitor, pyrimidine nucleoside
25676	26	DNA-Polymerase Inhibitor, thiopurine base
25677	26	DNA-alkylator
25678	26	DNA-alkylator, methanesulfonate
25679	26	DNA-alkylator, nitrogen mustard
25680	26	DNA-alkylator, platin
25681	26	Diuretic (osmotic)
25682	26	Dopamine receptor (D) agonist
25683	26	Dopamine receptor (D2) antagonist
25684	26	Dopamine receptor antagonist (D)
25685	26	Dopamine receptor antagonist (D), butyrophenone
25686	26	Dopamine receptor antagonist (D), phenothiazine
25687	26	Dopamine synthesis inhibitor, aromatic-L-amino-acid decarboxylase inhibitor
25688	26	Dopamine synthesis inhibitor, dopamine-beta-monooxygenase inhibitor
25689	26	Endothelin receptor antagonist
25690	26	Equilibrative nucleoside transporter 1 inhibitor
25691	26	Ergot alkaloid
25692	26	Estrogen antagonist, aromatase inhibitor
25693	26	Estrogen receptor agonist
25694	26	Estrogen receptor agonist, steroidal
25695	26	Estrogen receptor antagonist/agonist, tissue specific
25696	26	FXR agonist
25697	26	Farnesyl-PP synthase inhibitor
25698	26	GABA reuptake inhibitor
25699	26	GABA-A Cl- channel opener, antiparasitic
25700	26	GABA-A agonist
25701	26	GABA-A agonist, barbiturate
25702	26	GABA-A agonist, benzodiazepin
25703	26	GABA-A agonist, benzodiazepin, long acting
25704	26	GABA-A agonist, benzodiazepin, medium acting
25705	26	GABA-A agonist, benzodiazepin, short acting
25706	26	GABA-A agonist, short acting
25707	26	GABA-A antagonist, insecticide
25708	26	GABA-B agonist
25709	26	Glucocorticoid and mineralocorticoid receptor agonist
25710	26	Glucocorticoid receptor agonist
25711	26	Glucocorticoid receptor antagonist
25712	26	Glutamate receptor (NMDA) antagonist
25713	26	Glutamate receptor (metabotropic) agonist
25714	26	Glutamate receptor agonist, glycine receptor agonist
25715	26	Glutamate receptor antagonist, GABA-A agonist
25716	26	Glycine receptor antagonist
25717	26	Glycogen phosphorylase inhibitor
25718	26	Gonadotropin-releasing hormone (GnRH) receptor agonist
25719	26	Guanylate cyclase inhibitor
25720	26	H+/K+-ATPase inhibitor
25721	26	H2O2 radical scavenger
25722	26	HMG-CoA reductase inhibitors
25723	26	HMG-CoA reductase inhibitors, non-aromatic
25724	26	Histamine receptor (H1) antagonist
25725	26	Histamine receptor (H1) antagonist, Ca++ channel (L-Type) blocker
25726	26	Histamine receptor (H1) antagonist, adenosine receptor antagonist
25727	26	Histamine receptor (H1) antagonist, diphenylamine
25728	26	Histamine receptor (H1) antagonist, hepatocarcinogen
25729	26	Histamine receptor (H1) antagonist, tricyclic
25730	26	Histamine receptor (H2) antagonist
25731	26	Histamine receptor agonist
25732	26	Histone deacetylase inhibitor
25733	26	Imidazoline receptor agonist
25734	26	Impairs cell membrane function
25735	26	Impairs cell membrane function, polyene antifungal antibiotic
25736	26	Increase cellular ceramide level
25737	26	Increase gastric mucosal glycoprotein synthesis, molecular target unknown
25738	26	Inhibits T-cell activation
25739	26	Inhibits pyrimidine /purine metabolism, IMP dehydrogenase inhibitor
25740	26	Inhibits pyrimidine /purine metabolism, dihydroorotase inhibitor
25741	26	Inhibits pyrimidine /purine metabolism, thymidylate synthase inhibitor
25742	26	Inhibits pyrimidine /purine metabolism, xanthine oxidase inhibitor
25743	26	Interferes with protein prenylation
25744	26	Iron chelator, HIF-1alpha stablizer
25745	26	K+ (inward), & KATP (SUR2) channel blocker, adrenoceptor antagonist, monoamine transporter inhibitor
25746	26	K+ Channel (Ca++ dependent) blocker
25747	26	K+ Channel (Ca++ dependent) opener
25748	26	K+ Channel (KATP-SUR1) blocker, antidiabetic
25749	26	K+ Channel (KATP-SUR2 ) opener
25750	26	Leukotriene receptor antagonist
25751	26	Lipoxygenase inhibitor
25752	26	Mannosidase inhibitor
25753	26	Melatonin receptor agonist
25754	26	Mineralocorticoid receptor antagonist
25755	26	Monoamine Re-uptake (DAT) inhibitor
25756	26	Monoamine Re-uptake (DAT/NET) inhibitor, adrenoceptor-alpha antagonist
25757	26	Monoamine Re-uptake (NET) inhibitor
25758	26	Monoamine Re-uptake (NET/SERT) inhibitor, tricyclic
25759	26	Monoamine Re-uptake (SERT) inhibitor, heterogeneous structures
25760	26	Monoamine Re-uptake inhibitor, depletes transmmiter from neurons
25761	26	Monoamine oxidase/ Catechol-O-methyl transferase inhibitor
25762	26	Multidrug resistant pump inhibitor
25763	26	Muscarinic acetylcoline receptor (M) agonist
25764	26	Muscarinic acetylcoline receptor (M) antagonist
25765	26	Muscarinic acetylcoline receptor (M1) antagonist
25766	26	Muscarinic acetylcoline receptor (M2) antagonist
25767	26	Mycolic acid biosynthesis inhibitor
25768	26	NO doner
25769	26	NSAID, COX-1, 6-Methoxy-naphthalenyl-acetic acid
25770	26	NSAID, COX-1, arylacylprofen
25771	26	NSAID, COX-1, heterogeneous
25772	26	NSAID, COX-1, ibuprofen like
25773	26	NSAID, COX-1, indomethacin like
25774	26	NSAID, COX-1/2, heterogenous
25775	26	NSAID, COX-1/2, o-phenylamino-phenylacetic acid
25776	26	NSAID, COX-1/2, oxicam
25777	26	NSAID, COX-2/1, coxib like
25778	26	NSAID, COX-3, acetaminophen like
25779	26	NSAID, COX-3, antipyrine like
25780	26	Na+ channel (ENaC) inhibitor, distal tubule diuretic
25781	26	Na+-Cl- cotransporter (TSC) inhibitor, distal tubule diuretic
25782	26	Na+-K+-2Cl- cotransporter inhibitor, loop diuretic
25783	26	Na+-K+-2Cl- cotransporter inhibitor, ticrynafen like, loop diuretic
25784	26	Na+/K+-ATPase inhibitor
25785	26	Niacin antagonist
25786	26	Nicotinic acetylcholine receptor agonist
25787	26	Nicotinic acetylcholine receptor antagonist
25788	26	Nucleotide receptor P2Y12 antagonist
25789	26	Opioid receptor (mu) agonist
25790	26	Opioid receptor agonist
25791	26	Opioid receptor antagonist
25792	26	Opioid receptor mixed agonist/antagonist
25793	26	Organic anion transporter inhibitor
25794	26	P450 enzyme (steroid metabolism) inhibitor
25795	26	P450 enzyme inhibitor
25796	26	PDE inhibitor
25797	26	PDE inhibitor, non-specific, xanthine
25798	26	PDE3 inhibitor
25799	26	PDE4 inhibitor
25800	26	PDE5 inhibitor
25801	26	PPAR alpha agonist, fibrate ester
25802	26	PPAR alpha agonist, fibric acid
25803	26	PPAR gamma agonist, thiazolidinedione, antidiabetic
25804	26	Peroxidase inhibitor
25805	26	Phytoestrogen
25806	26	Plasmin inhibitor
25807	26	Pro-inflammatory stimuli
25808	26	Progesterone receptor agonist
25809	26	Progesterone receptor antagonist
25810	26	Prostaglandin receptor agonist
25811	26	Protease (HIV-1) inhibitor
25812	26	Protease (MMP) inhibitor
25813	26	Protease (serine/threonine) inhibitor
25814	26	Proteasome inhibitor
25815	26	Protein-serine/threonine kinase (p38) inhibitor
25816	26	Protein-serine/threonine phosphatase inhibitor
25817	26	Protein-tyrosine kinase (Bcr-Abl) inhibitor
25818	26	Protein-tyrosine kinase (EGFR) inhibitor
25819	26	Protein-tyrosine kinase (Flt3) inhibitor
25820	26	Protein-tyrosine kinase (Kit) inhibitor
25821	26	Protein-tyrosine kinase (erbb) inhibitor
25822	26	Quinone reductase inhibitor
25823	26	RNA polymerase inhibitor
25824	26	RNA splicing inhibitor, antiparasitics
25825	26	Reduce glutamate release
25826	26	Retinoic acid receptor (RAR) agonist
25827	26	Retinoic acid receptor (RXR) agonist
25828	26	Ribonucleoside-PP reductase inhibitor
25829	26	Ribosomal protein synthesis inhibitor
25830	26	Sigma receptor modulator
25831	26	Squalene epoxidase inhibitor
25832	26	Sterol 14-demethylase inhibitor
25833	26	Sterol 14-demethylase inhibitor, fluconazole like
25834	26	Sterol 14-demethylase inhibitor, ketoconazole like
25835	26	Sterol O-acyltransferase (ACAT) inhibitor
25836	26	T3 receptor agonist
25837	26	Thrombin inhibitor
25838	26	Thyroperoxidase inhibitor
25839	26	Toxicant
25840	26	Toxicant, Ah receptor agonist
25841	26	Toxicant, Ah receptor agonist, DNA alkylator
25842	26	Toxicant, DNA alkylator
25843	26	Toxicant, DNA damaging
25844	26	Toxicant, DNA damaging, induces methemoglobinemia
25845	26	Toxicant, PPAR alpha agonist
25846	26	Toxicant, PXR inducer
25847	26	Toxicant, adrenoceptor binder
25848	26	Toxicant, estrogen receptor agonist
25849	26	Toxicant, free oxygen radical generator
25850	26	Toxicant, free radical generator
25851	26	Toxicant, free radical generator, DNA damaging
25852	26	Toxicant, free radical generator, induces methemoglobinemia
25853	26	Toxicant, heavy metal
25854	26	Toxicant, induces methemoglobinemia
25855	26	Toxicant, insecticide, cholinesterase inhibitor
25856	26	Toxicant, mitochondrial respiration inhibitor, inhibits electron transfer
25857	26	Toxicant, mycotoxin/plant toxin
25858	26	Toxicant, selenium
25859	26	Toxicant, transition metal
25860	26	Toxicant, voltage-gated Na+ channel opener
25861	26	Tubulin binder
25862	26	Tubulin binder, benzimidazole
25863	26	Tubulin binder, colchicinoid
25864	26	Tubulin binder, toposide
25865	26	Tubulin binder, vinca
25866	26	Unknown mechanism
25867	26	Unknown mechanism, acidifying agent
25868	26	Unknown mechanism, antiseptic
25869	26	Unknown mechanism, inflammation mediator/ blocker
25870	26	Unknown mechanism, inhibit cytokine production
25871	26	Vanilloid receptor agonist
25872	26	Viral DNA-polymerase inhibitor
25873	26	Viral M2 protein inhibitor
25874	26	Viral RT inhibitor
25875	26	Vitamin B, niacin
25876	26	Vitamin D receptor agonist
25877	26	Vitamin E analog
25878	26	Vitamin-K-epoxide reductase inhibitor
25879	26	Vitamin/mineral, miscellaneous
25880	26	Voltage gated Na+ channel blocker
25881	26	Voltage gated Na+ channel blocker, alpha-amino-acid arylamide
25882	26	Voltage gated Na+ channel blocker, anticonvulsant
25883	26	Voltage gated Na+ channel blocker, lipophylic amine
25884	26	Voltage gated Na+ channel blocker, p-aminobenzoate
25885	26	Voltage gated Na+ channel blocker, tricyclic anticonvulsant
25886	27	Additives
25887	27	Analgesics
25888	27	Anti-inflammatory
25889	27	Autonomic Nervous System (ANS)
25890	27	Biochemical
25891	27	Biochemicals
25892	27	Cardiovascular
25893	27	Central Nervous System (CNS)
25894	27	Chemoprophylaxis
25895	27	Dermatology
25896	27	Diagnostics and Pharmaceutical Aids
25897	27	Electrolytic, Caloric and Water Balance
25898	27	Eye, Ear, Nose and Throat Preparations
25899	27	Gastrointestinal System
25900	27	Hematologics
25901	27	Hematology
25902	27	Hormones, Endocrine and Metabolic
25903	27	Industrial reagent
25904	27	Infectious Disease
25905	27	Infectious Disease (Veterinary)
25906	27	Metabolic Diseases
25907	27	Oncology
25908	27	Ophthamology
25909	27	Other Human Uses
25910	27	Peripheral Nervous System (PNS)
25911	27	Pesticide
25912	27	Respiratory System
25913	27	Toxicant
25914	27	Toxicants
25915	27	Veterinarian
25916	27	Vitamins, Minerals and Nutrients
25917	27	biochemical
25918	27	electrolyte balance
25919	27	infectious disease
25920	28	 insulin sensitizer
25921	28	5HT3 agonists
25922	28	Analgesics
25923	28	Anemia
25924	28	Anesthesia
25925	28	Anti-allergic
25926	28	Anti-arrthymic
25927	28	Anti-asthma
25928	28	Anti-bacterial
25929	28	Anti-bacterial/anti-fungal
25930	28	Anti-depressant
25931	28	Anti-epileptics
25932	28	Anti-fungal
25933	28	Anti-fungal, anti-bacterial
25934	28	Anti-histamine
25935	28	Anti-inflammation
25936	28	Anti-malarial
25937	28	Anti-protozoal
25938	28	Anti-psychotic
25939	28	Anti-spasmodics
25940	28	Anti-tussive
25941	28	Anti-viral
25942	28	Antiarrhytmic
25943	28	Antibacterials
25944	28	Antidote
25945	28	Antiemetic
25946	28	Antifungal
25947	28	Antiglaucoma Agents
25948	28	Antihyperlipidemic
25949	28	Antiparasitic
25950	28	Antipsychotics
25951	28	Antiseptics / Disinfectants
25952	28	Antispasmodic Agents
25953	28	Benzodiazepines
25954	28	Beta blocker poisoning
25955	28	Biochemical
25956	28	Biochemicals
25957	28	Birth control
25958	28	Blood clotting
25959	28	Bronchodilator
25960	28	CN stimulant
25961	28	CNS Depressant
25962	28	CNS Stimulant
25963	28	Congestive heart failure
25964	28	DMARDs
25965	28	DNA damage
25966	28	DNA synthesis inhibitors
25967	28	Dementia
25968	28	Diabetes
25969	28	Diuretic
25970	28	Dopamine modulators
25971	28	Duodenal ulcer treatment
25972	28	Electrolytic, Caloric and Water Balance
25973	28	Energy metabolism
25974	28	Eye, Ear, Nose and Throat Preparations
25975	28	GABA analogs
25976	28	H1 antagonists
25977	28	Heart failure
25978	28	Hemostatic Agents
25979	28	Hypertension
25980	28	Hyperthyroidism
25981	28	IBS
25982	28	Immune Response / Immunomodulators
25983	28	Laxatives
25984	28	Lipid lowering agent
25985	28	Liver toxicants
25986	28	Movement Disorders
25987	28	Movement disorders
25988	28	Muscle relaxant
25989	28	NSAID
25990	28	NSAID (?)
25991	28	NSAID?
25992	28	Neuralgia
25993	28	Nonsteroidal SERM
25994	28	Oesteoporosis
25995	28	Ovulation inducer
25996	28	Part of birth control combination
25997	28	Perfusion
25998	28	Pyrimadine synthesis inhibitors
25999	28	Soft tissue tumors
26000	28	Solid Tumors
26001	28	Solid and soft Tumors
26002	28	Solid and soft tissue tumors
26003	28	Solid tissue tumors
26004	28	Steroid
26005	28	Steroid (veterinary)
26006	28	Steroid Modulation
26007	28	Steroid antagonist
26008	28	Toxicant
26009	28	Toxicology Standard
26010	28	Uric acid  elimination
26011	28	Vitamin B complex
26012	28	Vitamine D precusors
26013	28	adrenergic blocker
26014	28	alkalinizing agents
26015	28	alpha agonist
26016	28	alpha blocker
26017	28	anesthetic
26018	28	anthelmintic
26019	28	anti-allergic
26020	28	anti-angina
26021	28	anti-bacterial
26022	28	anti-cancer
26023	28	anti-cholinergic
26024	28	anti-comodogenic
26025	28	anti-diarrhea
26026	28	anti-fungal
26027	28	anti-infective
26028	28	anti-ulcer
26029	28	anti-viral
26030	28	antiarrthymic
26031	28	antibacterials
26032	28	anticoagulant
26033	28	antifibrolytic
26034	28	antineoplastic
26035	28	beta antagonists
26036	28	biochemical
26037	28	bronchiodialation
26038	28	cholingergic
26039	28	circulation
26040	28	diuretic
26041	28	erectile dysfunction
26042	28	food additive
26043	28	gonadal hormone
26044	28	hyperlipidemic?
26045	28	hypolipidemic agents
26046	28	imidazoline agonist
26047	28	immune enhancer
26048	28	immune stimulant
26049	28	immunosuppressant
26050	28	insecticide
26051	28	liver compounds without group
26052	28	movement disorders
26053	28	muscle relaxant
26054	28	osteoporosis
26055	28	perfume
26056	28	photoreactive anilines
26057	28	plasticizer
26058	28	post-menapause
26059	28	rubber antioxidant
26060	28	solid tumors
26061	28	toposiomerase inhibitors
26062	28	vasoconstrictor
26063	28	vasodilator
26064	29	5HT-like
26065	29	AML treatment
26066	29	Absence Seizures
26067	29	Acne Preparations
26068	29	Acute Myelogenous (Myeloid) Leukemia (AML)
26069	29	Alcohol abuse
26070	29	Alkalinizing Agents
26071	29	Allergy medication
26072	29	Also used in Parkinson's
26073	29	Alzheimer's disease
26074	29	Aminoglycoside
26075	29	Anabolic Steroid
26076	29	Analgesics, Topical
26077	29	Anorexiants
26078	29	Anti-mitotic
26079	29	Anti-oxidant
26080	29	Anti-proliferative
26081	29	Anti-schistosomiasis/cetode
26082	29	Antiarrhythmic Agents
26083	29	Antibacterials, Topical
26084	29	Antidepressants
26085	29	Antiemetic
26086	29	Antiepileptics / Anticonvulsants
26087	29	Antimitotic
26088	29	Antiphyschotic
26089	29	Antipruritic Agents, Topical
26090	29	Antipsychotics
26091	29	Antiseptic, topical
26092	29	Antiseptics / Disinfectants
26093	29	Antispasmodic Agents
26094	29	Antispasmodics, urinary tract
26095	29	Anxiolytics
26096	29	Anxlytic
26097	29	Aromatase
26098	29	Arrhythmia, Tachycardia
26099	29	Asthma
26100	29	Benzodiazepine
26101	29	Benzodiazepine-like
26102	29	Beta agonist
26103	29	Beta blocker
26104	29	Biochemical
26105	29	Biochemicals
26106	29	Birth control
26107	29	Bisphosphonate
26108	29	Bone Marrow Toxicants
26109	29	Breast cancer
26110	29	Bronchodilators
26111	29	CCK antagonist
26112	29	CMV retitintis
26113	29	COX2 inhbitor
26114	29	Ca++ channel antagonists
26115	29	Ca++ channel blockers
26116	29	Cardiac glycoside
26117	29	Complex, partial seizures
26118	29	Corticosteroids
26119	29	DNA synthesis inhibitors
26120	29	Depression
26121	29	Diabetes
26122	29	Dissociative anesthetic
26123	29	Diuretic
26124	29	Fertility drug
26125	29	GABA analogs
26126	29	Gastric secretion inhibitors
26127	29	Glaucoma
26128	29	Gout-Related Agents
26129	29	HMG-CoA reductase inhibitors
26130	29	Hair growth agent
26131	29	Hemostatic Agents
26132	29	Hypertension
26133	29	IBS
26134	29	Kidney toxicants
26135	29	Liver toxicants
26136	29	Male pattern baldness/BPH
26137	29	Myasthenia gravis
26138	29	N/K ATPase inhibitor
26139	29	NSAID
26140	29	Narcolepsy
26141	29	Opium derived alklaloid
26142	29	Oral anti-histamine
26143	29	Osmolarity of renal filtrate
26144	29	PDE inhibitors
26145	29	Parkinson's Disease
26146	29	Parkinsons
26147	29	Potassium-sparing Diuretic
26148	29	Prevent weight loss
26149	29	Progesterone receptor agonists
26150	29	Progesterone receptor antagonists
26151	29	Reynauds Phenomenom
26152	29	Rheumatoid arthritis
26153	29	Rhinitis, Asthma
26154	29	SERM
26155	29	SERTs
26156	29	Schizophrenia
26157	29	Sedatives/Hypnotics
26158	29	Seizures
26159	29	Skeletal Muscle Relaxants
26160	29	Soft tumors
26161	29	Solid Tumors
26162	29	Solid and soft Tumors
26163	29	Solid and soft tumors
26164	29	Statin
26165	29	Steroid
26166	29	Steroid antagonist
26167	29	Systemic
26168	29	Systemic infections
26169	29	Systemic steroid
26170	29	Thiazolidinedione
26171	29	Topical
26172	29	Topical Local Anesthesia
26173	29	Topical NSAID
26174	29	Topical Skin tumors
26175	29	Topical steroid
26176	29	Toxicant
26177	29	Toxicology Standard
26178	29	Tricyclic antidepressant
26179	29	Tricyclic antidpressant
26180	29	Vasodilators
26181	29	Vitamin D
26182	29	Wafarin like
26183	29	Warts
26184	29	anesthesia adjuvant
26185	29	anesthetic,  topical
26186	29	anti-bacterial, topical
26187	29	anti-muscarinic
26188	29	anti-muscarinics
26189	29	anti-platlet
26190	29	anti-spasmodic
26191	29	anticoagulant
26192	29	antifungal, topical
26193	29	antiparasitic imidazoles
26194	29	antiviral RT inhibitors
26195	29	asthma
26196	29	attention deficit syndrome
26197	29	biliary tract infection
26198	29	biochemical
26199	29	cholesterol synthesis inhibitors
26200	29	depression
26201	29	diabetic retinopathy
26202	29	direct acting thyroid agent
26203	29	fibrates
26204	29	gastric ulcer
26205	29	glycemic control
26206	29	herpes
26207	29	hypercholestrolemia
26208	29	hypertension
26209	29	hypertriglyceridemia
26210	29	hypotension, coma
26211	29	immunosuppressant
26212	29	keratoconjunctivitis
26213	29	kidney compounds without group
26214	29	leprosy
26215	29	malaria
26216	29	metabolic acidosis
26217	29	migraine headaches
26218	29	multiple myeloma
26219	29	nasal congestion
26220	29	nausea
26221	29	none
26222	29	obsessive compulsive
26223	29	opiate agonist, 5-receptor agonists
26224	29	organophosphate poisoning
26225	29	pancreas tumors
26226	29	peripheral vascular disease
26227	29	pneumocytosis carinii
26228	29	preanesthetic
26229	29	prostate cancer
26230	29	quinolones
26231	29	rheumatoid arthritis
26232	29	rhinitis, conjunctivitis
26233	29	sulfonylurea
26234	29	synthetic flavone
26235	29	systemic
26236	29	systemic infections
26237	29	thalassaemia
26238	29	thrombin inhibitor
26239	29	thromboembolism
26240	29	topical infections
26241	29	tuberculosis
26242	29	unrelated anti-arrthymic
26243	29	urinary incontinence
26244	29	urinary tract infection
26245	29	urinary tract infections
26246	29	uterine function
26247	29	vaginitis
26248	29	vanginitis
26249	29	vertigo
26250	29	viral replication inhibitor
26251	29	vitamin deficiency
26252	29	warts
26253	30	Acidifying Agents
26254	30	Acne Preparations
26255	30	Alkalinizing Agents
26256	30	Amino acid metabolism Disorders
26257	30	Analgesics, Non-Opioid
26258	30	Analgesics, Opioid
26259	30	Analgesics, Topical
26260	30	Anorexiants
26261	30	Antianginals
26262	30	Antiarrhythmic Agents
26263	30	Antibacterials
26264	30	Antibacterials, Systemic
26265	30	Antibacterials, Topical
26266	30	Anticoagulants
26267	30	Antidepressants
26268	30	Antidiabetic Agents
26269	30	Antidiarrhea Agents
26270	30	Antidotes
26271	30	Antiemetics
26272	30	Antiepileptics / Anticonvulsants
26273	30	Antifungals
26274	30	Antifungals, Systemic
26275	30	Antifungals, Topical
26276	30	Antiglaucoma Agents
26277	30	Antihistamines
26278	30	Antihypertensive Agents
26279	30	Antimanic Agents
26280	30	Antimigraines
26281	30	Antineoplastics
26282	30	Antiparasitics
26283	30	Antiplatelets
26284	30	Antipruritic Agents
26285	30	Antipsychotics
26286	30	Antirheumatic Disease Modifying Agents
26287	30	Antiseptics / Disinfectants
26288	30	Antispasmodic Agents
26289	30	Antitussives, Expectorants and Mucolytic Agents
26290	30	Antiulcers
26291	30	Antivirals
26292	30	Antivirals, Systemic
26293	30	Antivirals, Topical
26294	30	Anxiolytics
26295	30	Astringents
26296	30	Bone Mineral Homeostasis
26297	30	Bronchodilators
26298	30	Central Stimulants
26299	30	Cerebral Vascular Disorders
26300	30	Chelating Agents / Heavy Metal Antagonists
26301	30	Chemoprophylactics / Preventives / Protectives
26302	30	Congestive Heart Failure
26303	30	Contraceptive Hormones
26304	30	Corticosteroids
26305	30	Corticosteroids, Systemic
26306	30	Corticosteroids, Topical
26307	30	Dental Agents
26308	30	Diuretics
26309	30	Drug Delivery Systems
26310	30	Drug Dependence Therapy
26311	30	General Anesthetics, Inhaled
26312	30	General Anesthetics, Intravenous
26313	30	Gonadal Hormones
26314	30	Gout-Related Agents
26315	30	Hemostatic Agents
26316	30	Hypolipidemic Agents
26317	30	Hypothalamic Hormones
26318	30	Immunomodulants
26319	30	Immunostimulants
26320	30	Immunosuppressants
26321	30	Insecticides / Pesticides
26322	30	Irrigating Solutions
26323	30	Laxatives
26324	30	Local Anesthetics
26325	30	Miscellaneous Anti-Asthmatic Agents
26326	30	Miscellaneous Anti-Inflammatory Agents
26327	30	Miscellaneous Cardiac Agents
26328	30	Miscellaneous Dermatological Agents
26329	30	Miscellaneous Gastrointestinal Agents
26330	30	Miscellaneous Ophthamological Agents
26331	30	Movement Disorders
26332	30	Mydriatics
26333	30	Neurodegenerative Disorders
26334	30	Nonsteroidal Anti-Inflammatories (NSAIDs)
26335	30	Opiate Antagonists
26336	30	Oxytocic
26337	30	Parasympatholytic Agents
26338	30	Parasympathomimetic Agents
26339	30	Pituitary Hormones
26340	30	Prokinetic Agents
26341	30	Psoralens
26342	30	Sedatives/Hypnotics
26343	30	Skeletal Muscle Relaxants
26344	30	Sympatholytic Agents
26345	30	Sympathomimetic Agents
26346	30	Thrombolytic Agents
26347	30	Thyroid and Antithyroid Agents
26348	30	Uricosuric Agents
26349	30	Vasodilators
26350	30	Vasopressors
26351	30	Vitamins / Minerals / Nutrients
26352	31	Abortion
26353	31	Acute Dysrhythmia
26354	31	Acute Hepatocellular Hepatitis
26355	31	Acute Hepatocellular Necrosis
26356	31	Acute Interstitial Nephritis
26357	31	Acute Renal Cortical Necrosis
26358	31	Acute Renal Failure
26359	31	Acute Tubular Necrosis
26360	31	Aggravation of Angina
26361	31	Amenorrhea
26362	31	Anaphylactoid Reactions
26363	31	Anaphylaxis
26364	31	Anemia
26365	31	Angina
26366	31	Angina Pectoris
26367	31	Anuria
26368	31	Arrhythmia
26369	31	Arrythmogenic
26370	31	Asystole
26371	31	Atrial Fibrillation
26372	31	Atrial Tachycardia
26373	31	Atrioventricular Blockade
26374	31	Bacterial Superinfections
26375	31	Bigeminy
26376	31	Bleeding
26377	31	Bone Marrow Depression
26378	31	Bone Marrow Hypoplasia
26379	31	Bone Marrow Suppression
26380	31	Bone Marrow Toxicity
26381	31	Breakthrough Bleeding
26382	31	CNS Toxicity
26383	31	Carcinogenicity
26384	31	Carcinoid Tumors
26385	31	Carcinoma of Prostate
26386	31	Cardiac Arrest
26387	31	Cardiac Arrhythmia
26388	31	Cardiac Block
26389	31	Cardiac Conduction System Malfunction
26390	31	Cardiac Failure
26391	31	Cardiac Insufficiency
